ID,Ref.,Cit.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
284,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)58.5Cr6Mo14C18B3Er0.5,3,1281.38035,1644.54025,499.92,BCC_B2,27457.782,19.63507134,-26069.08593,-1.388229931,0.49699,HCP_A3#1,5.485,MC_SHP,0.11922,0.186578691,6.7635,2.001875,0.289759787,0.5265,0.0585,0.03,0,0,0,0,0,0.06,0.14,0,0.18,0,0,0,0.005,0,0,0,0,0,0,0,7,0.580645761,0.537129615,0.527134136,0.526548151,0.526501242,24.1585,63,7.70559,68,5,26,58.4855,42,7.47609,77,35,55,52.72670141,156.448,17.26037476,167.259,10.811,55.845,2360.5895,2055,676.38272,3823,1768,1811,8.8635,11,2.1133005,14,3,8,3.73,4,0.7266,6,2,4,123.914,113,19.64388,189,76,132,2.001875,1.31,0.2438875,2.55,1.24,1.83,1.8,1,0.32,2,1,2,0.39,2,0.6162,2,0,0,4.5685,7,1.964455,7,0,6,0.06,12,0.1194,12,0,0,6.8185,11,1.57117,14,3,8,0.2,1,0.32,1,0,0,0.87,5,1.3746,5,0,0,3.2815,5,1.4439805,5,0,4,0.01,2,0.0199,2,0,0,4.3615,4,0.69371,6,2,4,10.4999775,24.945,1.979072918,30.585,5.64,10.73,0.855,4.496,1.3509,4.496,0,0,1.201849529,2.1106628,0.997535109,2.1106628,0,2.1106628,218.5875,63,15.1293625,229,166,229,0.263987681,0.057197331,0.670015399,0.008799589,0,0.34885635,0.039576149
285,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",(Fe0.9Co0.1)64.75Mo14C15B6Er0.25,3,1270.041025,1512.270025,299.98,BCC_B2,12762.6585,9.27403313,-26349.54629,-1.235525452,0.41489,MOB_BG,11.237,MOB_BG,0.11901,0.184481803,6.87225,1.9985625,0.261286832,0.58275,0.06475,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0,6,0.624096447,0.589163771,0.582978105,0.582760104,0.582750112,24.14975,63,7.742895,68,5,26,58.76425,42,7.059015,77,35,55,52.66241063,156.448,17.21768246,167.259,10.811,55.845,2294.03325,2055,633.716725,3823,1768,1811,8.97225,11,1.995248625,14,3,8,3.725,4,0.7245,6,2,4,123.554,113,19.01268,189,76,132,1.9985625,1.31,0.21560625,2.55,1.24,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.64975,7,1.97614375,7,0,6,0.03,12,0.05985,12,0,0,6.89975,11,1.589825,14,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.22525,5,1.399901125,5,0,4,0.005,2,0.009975,2,0,0,4.27025,4,0.5719,6,2,4,10.46568375,24.945,1.871465721,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.330252257,2.1106628,0.937827841,2.1106628,0,2.1106628,217.61625,63,16.45521062,229,166,229,0.269574985,0.052175803,0.673901228,0.004347984,0,0.34885635,0.03238488
286,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe55Cr8Mo14C15B6Er2,4.5,1326.8012,1550.8754,445.7,BCC_B2,20858.77,14.83964115,-25799.23822,-1.337737543,0.37235,MOB_BG,7.1761,MOB_BG,0.12001,0.193570252,6.56,1.9714,0.291431021,0.55,0,0.06,0,0,0,0,0,0.08,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0,6,0.595818764,0.557452287,0.550292079,0.55001438,0.550000188,24.66,63,8.0628,68,5,26,57.74,42,7.4892,77,35,55,54.104283,156.448,18.16057814,167.259,10.811,55.845,2325.62,2053,611.606,3823,1770,1811,8.66,11,2.1228,14,3,8,3.76,4,0.7392,6,2,4,125.5,113,19.83,189,76,132,1.9714,1.31,0.23462,2.55,1.24,1.83,1.78,1,0.3432,2,1,2,0.36,2,0.5688,2,0,0,4.4,6,2.024,6,0,6,0.24,12,0.4704,12,0,0,6.78,11,1.6308,14,3,8,0.22,1,0.3432,1,0,0,0.9,5,1.422,5,0,0,3.3,5,1.518,5,0,4,0.04,2,0.0784,2,0,0,4.46,4,0.7424,6,2,4,10.88135,24.945,2.183952,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.16086454,2.1106628,1.044778086,2.1106628,0,2.1106628,219.27,63,14.9842,229,166,229,0.262536873,0.053097345,0.648967552,0.03539823,0,0.34885635,0.03980697
287,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe60.5Cr4Mo14C15B6Er0.5,3,1302.37035,1508.69025,399.92,BCC_B2,20026.682,14.68619281,-25650.38593,-1.187903787,0.42091,MOB_BG,8.2153,MOB_BG,0.11921,0.185973763,6.715,1.98705,0.271815742,0.605,0,0.06,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0,6,0.642923012,0.610772335,0.605194837,0.605008057,0.60500008,24.11,63,7.735,68,5,26,58.28,42,7.2624,77,35,55,52.587029,156.448,17.2332965,167.259,10.811,55.845,2311.475,2053,621.5075,3823,1770,1811,8.815,11,2.0577,14,3,8,3.73,4,0.7266,6,2,4,124.365,113,19.3533,189,76,132,1.98705,1.31,0.223665,2.55,1.24,1.83,1.82,1,0.2952,2,1,2,0.36,2,0.5688,2,0,0,4.53,6,1.9479,6,0,6,0.06,12,0.1194,12,0,0,6.77,11,1.5606,14,3,8,0.18,1,0.2952,1,0,0,0.9,5,1.422,5,0,0,3.32,5,1.4276,5,0,4,0.01,2,0.0199,2,0,0,4.41,4,0.6432,6,2,4,10.565125,24.945,1.8846525,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.276950994,2.1106628,1.008791285,2.1106628,0,2.1106628,219.795,63,14.45185,229,166,229,0.268833087,0.053175775,0.669128508,0.008862629,0,0.34885635,0.034921777
288,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63.5Mo14C15B6Er1.5,3,1280.4297,1479.85925,337.265,BCC_B2,12450.3135,9.113203453,-25489.19811,-1.079996745,0.46502,MOB_BG,10.147,MOB_BG,0.11961,0.1908793,6.745,1.98795,0.275545455,0.635,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.015,0,0,0,0,0,0,0,5,0.670186541,0.640197083,0.635160443,0.635006026,0.635000052,24.61,63,7.9362,68,5,26,58.32,42,7.2456,77,35,55,53.855125,156.448,17.7186225,167.259,10.811,55.845,2296.305,2053,632.1265,3823,1770,1811,8.845,11,2.0451,14,3,8,3.75,4,0.735,6,2,4,124.655,113,19.4751,189,76,132,1.98795,1.31,0.223035,2.55,1.24,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.51,6,2.0295,6,0,6,0.18,12,0.3546,12,0,0,6.91,11,1.597,14,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.24,5,1.458,5,0,4,0.03,2,0.0591,2,0,0,4.31,4,0.556,6,2,4,10.745275,24.945,1.97971475,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.340270878,2.1106628,0.978397741,2.1106628,0,2.1106628,219.445,63,14.81025,229,166,229,0.269175109,0.052098408,0.652677279,0.026049204,0,0.34885635,0.035752061
289,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64Mo14C15B6Dy1,3,1280.6671,1480.014,337.06,BCC_B2,12474.298,9.12767406,-25484.49133,-1.060303888,0.46438,MOB_BG,10.155,MOB_BG,0.11938,0.188575316,6.77,1.9907,0.271198285,0.64,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0.01,0,0,0,0,0,0,0,0,5,0.674833313,0.645115257,0.64015549,0.640005749,0.640000048,24.38,61,7.8396,66,5,26,58.38,46,7.2204,77,31,55,53.250465,151.689,17.4646653,162.5,10.811,55.845,2295.66,2138,632.578,3823,1685,1811,8.87,11,2.0346,14,3,8,3.74,4,0.7308,6,2,4,124.4,116,19.368,192,76,132,1.9907,1.33,0.22111,2.55,1.22,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.54,6,1.9976,6,0,6,0.1,10,0.198,10,0,0,6.86,9,1.562,12,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.26,5,1.4344,5,0,4,0.04,4,0.0792,4,0,0,4.34,2,0.544,6,4,4,10.65255,25.6,1.921371,31.24,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.350824192,2.1106628,0.972593418,2.1106628,0,2.1106628,219.62,63,14.6328,229,166,229,0.271137026,0.052478134,0.66180758,0.014577259,0,0.357394967,0.034703694
290,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63Mo14C15B6Dy2,3,1278.8942,1479.3598,334.22,BCC_B2,12545.942,9.177434602,-25496.84924,-1.09795124,0.46916,MOB_BG,10.267,MOB_BG,0.11987,0.193681953,6.72,1.9846,0.281412224,0.63,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0.02,0,0,0,0,0,0,0,0,5,0.665582452,0.635282698,0.630165597,0.630006319,0.630000055,24.78,61,8.0076,66,5,26,58.14,46,7.3212,77,31,55,54.317015,151.689,17.9126163,162.5,10.811,55.845,2294.4,2138,633.46,3823,1685,1811,8.82,11,2.0556,14,3,8,3.76,4,0.7392,6,2,4,125,116,19.62,192,76,132,1.9846,1.33,0.22538,2.55,1.22,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.48,6,2.0608,6,0,6,0.2,10,0.392,10,0,0,6.9,9,1.59,12,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.22,5,1.4812,5,0,4,0.08,4,0.1568,4,0,0,4.34,2,0.544,6,4,4,10.85765,25.6,2.168352,31.24,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.329717564,2.1106628,0.983990997,2.1106628,0,2.1106628,219.27,63,14.9842,229,166,229,0.269565217,0.052173913,0.649275362,0.028985507,0,0.357394967,0.037164989
291,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe50Mn10Mo14Cr4C15B7,3,1310.52,1615.7,300,none,26474.3,18.88597623,-27434.6,-1.451559133,0.39666,HCP_A3#1,12.153,MOB_BG,0.11887,0.188203105,6.59,1.9641,0.295137578,0.5,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0,6,0.555517776,0.509839755,0.500451992,0.500026246,0.500000449,23.59,37,7.8796,42,5,26,58.25,28,7.55,77,49,55,51.4889235,85.149,17.53837634,95.96,10.811,55.845,2287.85,2304,639.248,3823,1519,1811,8.79,8,2.1524,14,6,8,3.7,3,0.748,5,2,4,124.3,78,20.132,154,76,132,1.9641,1,0.241248,2.55,1.55,1.83,1.82,1,0.2952,2,1,2,0.37,2,0.5772,2,0,0,4.4,6,1.936,6,0,6,0,0,0,0,0,0,6.59,5,1.492,8,3,8,0.18,1,0.2952,1,0,0,0.95,5,1.482,5,0,0,3.4,5,1.496,5,0,4,0,0,0,0,0,0,4.53,2,0.689,6,4,4,10.40603362,10.05,1.882504793,15.69,5.64,10.73,0.78108,4.496,1.2184848,4.496,0,0,1.055362412,2.1106628,1.055300388,2.1106628,0,2.1106628,218.14,63,14.7696,229,166,229,0.276176024,0.056145675,0.6676783,0,0,0.221199217,0.040944957
292,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe48Mn10Mo16Cr4C15B7,3,1315.76,1684.54,300,none,29274,20.42749902,-27944.7,-1.475247981,0.46586,HCP_A3#1,12.243,MOB_BG,0.11909,0.189050616,6.55,1.9707,0.295754138,0.48,0,0.07,0,0,0,0,0,0.04,0.16,0,0.15,0,0,0,0,0.1,0,0,0,0,0,0,6,0.543139025,0.492515181,0.480723374,0.48005256,0.480001247,23.91,37,8.0204,42,5,26,58.15,28,7.594,77,49,55,52.2912235,85.149,17.91499822,95.96,10.811,55.845,2309.55,2304,647.082,3823,1519,1811,8.75,8,2.17,14,6,8,3.72,3,0.7568,5,2,4,124.74,78,20.3256,154,76,132,1.9707,1,0.244068,2.55,1.55,1.83,1.8,1,0.32,2,1,2,0.37,2,0.5772,2,0,0,4.38,6,1.9272,6,0,6,0,0,0,0,0,0,6.55,5,1.482,8,3,8,0.2,1,0.32,1,0,0,0.95,5,1.482,5,0,0,3.42,5,1.5048,5,0,4,0,0,0,0,0,0,4.57,2,0.7182,6,4,4,10.50523362,10.05,1.929682276,15.69,5.64,10.73,0.78108,4.496,1.2184848,4.496,0,0,1.013149156,2.1106628,1.053613098,2.1106628,0,2.1106628,218.14,63,14.7696,229,166,229,0.27480916,0.05648855,0.66870229,0,0,0.221199217,0.041147232
293,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Mn10Mo14Cr4W1C15B7,3,1317.11,1642.88,300,none,27696,19.4553556,-27310.4,-1.500578689,0.59597,MC_SHP,17.902,MC_SHP,0.11908,0.189404072,6.57,1.9694,0.29743174,0.49,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0,0,0,0.01,0,7,0.546626015,0.500234557,0.49048994,0.490029628,0.490000538,24.07,69,8.0964,74,5,26,58.21,28,7.5676,77,49,55,52.7688735,173.029,18.16337622,183.84,10.811,55.845,2306.69,2304,653.4494,3823,1519,1811,8.77,8,2.1612,14,6,8,3.72,4,0.7568,6,2,4,124.6,86,20.264,162,76,132,1.9694,1,0.245244,2.55,1.55,1.83,1.82,1,0.2952,2,1,2,0.37,2,0.5772,2,0,0,4.38,6,1.9348,6,0,6,0.14,14,0.2772,14,0,0,6.71,17,1.588,20,3,8,0.18,1,0.2952,1,0,0,0.95,5,1.482,5,0,0,3.42,6,1.5048,6,0,4,0,0,0,0,0,0,4.55,2,0.704,6,4,4,10.45923362,10.41,1.905912793,16.05,5.64,10.73,0.78108,4.496,1.2184848,4.496,0,0,1.034255784,2.1106628,1.054878876,2.1106628,0,2.1106628,218.14,63,14.7696,229,166,229,0.27123696,0.05514158,0.652757079,0.020864382,0,0.221199217,0.041594757
294,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe72B22Y4Hf2,3,1267.08,2495.9,300,none,65855.8,38.0595954,-26062.6,-0.776626523,3.2324,MB2_C32,23.698,MB2_C32,0.11986,0.208129071,6.62,1.8412,0.173431716,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,4,0.754188305,0.726828046,0.720383213,0.720025575,0.720000511,22.82,67,7.8408,72,5,26,56.82,60,6.6792,72,12,55,49.712854,167.679,17.11681576,178.49,10.811,55.845,1942.56,707,200.9312,2506,1799,1811,8.82,10,1.8392,13,3,8,3.64,4,0.7216,6,2,4,124.62,106,17.8728,190,84,132,1.8412,0.82,0.087472,2.04,1.22,1.83,2,0,0,2,2,2,0.22,1,0.3432,1,0,0,4.4,6,2.304,6,0,6,0.28,14,0.5488,14,0,0,6.9,15,2.028,18,3,8,0,0,0,0,0,0,1.1,5,1.716,5,0,0,3.4,9,1.496,9,0,4,0,0,0,0,0,0,4.5,5,0.72,9,4,4,11.04215,25.1925,2.152142,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.519677216,2.1106628,0.851019241,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.289855072,0.031884058,0.637681159,0.04057971,0,0.154730696,0.014394915
295,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Mn10Mo14Cr4V1C15B7,3,1314.82,1695.63,300,FCC_L12,29998,20.93197884,-27840.2,-1.500578689,0.72812,FCC_L12#1,14.72,FCC_L12#1,0.11893,0.188380823,6.56,1.9621,0.296712976,0.49,0,0.07,0,0,0,0,0,0.04,0.14,0,0.15,0,0,0,0,0.1,0,0.01,0,0,0,0,7,0.546626015,0.500234557,0.49048994,0.490029628,0.490000538,23.56,37,7.8776,42,5,26,58.16,31,7.5896,77,46,55,51.4398885,85.149,17.52676871,95.96,10.811,55.845,2291.57,2304,636.5696,3823,1519,1811,8.76,9,2.1656,14,5,8,3.7,3,0.748,5,2,4,124.51,78,20.2244,154,76,132,1.9621,1,0.242688,2.55,1.55,1.83,1.82,1,0.2952,2,1,2,0.37,2,0.5772,2,0,0,4.37,6,1.9502,6,0,6,0,0,0,0,0,0,6.56,5,1.4992,8,3,8,0.18,1,0.2952,1,0,0,0.95,5,1.482,5,0,0,3.43,7,1.5092,7,0,4,0,0,0,0,0,0,4.56,3,0.7168,7,4,4,10.42883362,10.05,1.892536793,15.69,5.64,10.73,0.78108,4.496,1.2184848,4.496,0,0,1.034255784,2.1106628,1.054878876,2.1106628,0,2.1106628,218.14,63,14.7696,229,166,229,0.277439024,0.056402439,0.666158537,0,0,0.221199217,0.041365692
296,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe49Cr15Mo14C19B2Er1,3,1365.8919,1673.0605,855,FCC_L12,26882.514,17.98647165,-25404.84943,-1.349196334,0.43744,HCP_A3#1,2.2996,HCP_A3#1,0.11963,0.189645485,6.51,1.9858,0.313315113,0.49,0,0.02,0,0,0,0,0,0.15,0.14,0,0.19,0,0,0,0.01,0,0,0,0,0,0,0,6,0.564623769,0.507404473,0.491302154,0.490120682,0.490004297,24.14,63,7.7008,68,5,26,57.72,42,7.8976,77,35,55,52.768708,156.448,17.39813376,167.259,10.811,55.845,2410.86,2053,672.4524,3823,1770,1811,8.61,11,2.2238,14,3,8,3.74,4,0.7308,6,2,4,125.1,113,20.302,189,76,132,1.9858,1.31,0.26534,2.55,1.24,1.83,1.71,1,0.4118,2,1,2,0.4,2,0.632,2,0,0,4.39,6,1.9316,6,0,6,0.12,12,0.2376,12,0,0,6.62,11,1.5,14,3,8,0.29,1,0.4118,1,0,0,0.86,5,1.3588,5,0,0,3.41,5,1.5004,5,0,4,0.02,2,0.0396,2,0,0,4.58,4,0.8404,6,2,4,10.6537,24.945,2.044454,30.585,5.64,10.73,0.88472,4.496,1.3978576,4.496,0,0,1.034224772,2.1106628,1.054909267,2.1106628,0,2.1106628,220.74,63,12.8856,229,166,229,0.258308157,0.060422961,0.663141994,0.018126888,0,0.34885635,0.04593727
297,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe72B22Y4Ti2,3,1267.08,2567.5,1098,MB_B27,64130.4,35.71349283,-26614.8,-0.776626523,2.6574,MB2_C32,3.4285,MB2_C32,0.11944,0.203600354,6.62,1.846,0.161282361,0.72,0,0.22,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,4,0.754188305,0.726828046,0.720383213,0.720025575,0.720000511,21.82,34,7.4008,39,5,26,56.78,60,6.6968,72,12,55,47.100394,78.09485,15.96733336,88.90585,10.811,55.845,1931.26,549,183.7552,2348,1799,1811,8.82,10,1.8392,13,3,8,3.6,3,0.704,5,2,4,124.32,106,17.7408,190,84,132,1.846,0.82,0.08536,2.04,1.22,1.83,2,0,0,2,2,2,0.22,1,0.3432,1,0,0,4.4,6,2.304,6,0,6,0,0,0,0,0,0,6.62,5,1.9872,8,3,8,0,0,0,0,0,0,1.1,5,1.716,5,0,0,3.4,9,1.496,9,0,4,0,0,0,0,0,0,4.5,5,0.72,9,4,4,10.93195,25.1925,1.944966,32.365,7.1725,10.73,0.33528,1.524,0.5230368,1.524,0,0,1.519677667,2.1106628,0.851018592,2.1106628,0,2.1106628,213.04,63,22.9824,229,166,229,0.302114804,0.033232628,0.664652568,0,0,0.154730696,0.012486168
298,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe71.2C7.0Si3.3B5.5P8.7Cr2.3Al2.0,3,1250.74257,1507.82317,909,FCC_L12,21422.9617,15.56014816,-20444.0251,-1.077536046,0.22739,BCC_B2#1,0.81926,BCC_B2#1,0.118732,0.152716636,6.906,1.91727,0.210159575,0.712,0,0.055,0.033,0,0,0,0,0.023,0,0.087,0.07,0,0.02,0,0,0,0,0,0,0,0,0,7,0.724193344,0.712803903,0.712005616,0.712000052,0.712,21.786,21,6.10258,26,5,26,60.892,34,8.93724,83,49,55,46.55407387,45.034,13.48061202,55.845,10.811,55.845,1838.2675,3505.7,349.65282,3823,317.3,1811,9.556,9,2.37932,15,6,8,3.61,2,0.5733,4,2,4,122.513,63,14.26789,139,76,132,1.91727,0.94,0.14953752,2.55,1.61,1.83,1.977,1,0.044942,2,1,2,0.542,3,0.79674,3,0,0,4.387,6,2.32511,6,0,6,0,0,0,0,0,0,6.906,5,1.557856,8,3,8,0.023,1,0.044942,1,0,0,1.048,5,1.54056,5,0,0,2.963,5,1.57039,5,0,4,0,0,0,0,0,0,4.034,3,0.235336,6,3,4,11.65414821,16.9302381,2.672299929,22.5702381,5.64,10.73,0.565424,4.496,0.85379024,4.496,0,0,1.502791914,2.1106628,0.865608142,2.1106628,0,2.1106628,203.19,227,40.38456,229,2,229,0.286272806,0.078482479,0.635244715,0,0,0.198203144,0.021012072
299,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr6Nb2.5Mo1.5B20,3,1366.55,2707.45,300,BCC_B2,74285.27,38.66312085,-30134,-1.342904551,2.6106,MB2_C32,19.84,MB2_C32,0.120415,0.186878299,6.865,1.8503,0.164276931,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.606506389,0.569326176,0.560657663,0.560059361,0.560001891,23.465,37,7.386,42,5,26,58.095,28,5.9687,72,44,55,50.90476115,85.149,16.03750446,95.96,10.811,55.845,1968.35,1168,237.93,2896,1728,1811,8.865,9,1.8318,13,4,8,3.7,3,0.68,5,2,4,125.13,91,16.6102,175,84,132,1.8503,0.83,0.097687,2.16,1.33,1.83,1.96,1,0.0768,2,1,2,0.2,1,0.32,1,0,0,4.705,8,2.24185,8,0,6,0,0,0,0,0,0,6.865,7,2.009,10,3,8,0.04,1,0.0768,1,0,0,1,5,1.6,5,0,0,3.295,8,1.5406,8,0,4,0,0,0,0,0,0,4.335,6,0.889,8,2,4,10.9644,16.0225,1.97022,23.195,7.1725,10.73,0.3048,1.524,0.48768,1.524,0,0,1.332041781,2.1106628,0.90235566,2.1106628,0,2.1106628,211.57,63,22.7962,229,166,229,0.285506191,0.029133285,0.685360524,0,0,0.158210251,0.013064786
