ID,Ref.,Cit.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
300,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr6Nb2.5Ti1.5B20,3,1310.08,2815.22,300,BCC_B2,81926.27,41.53698607,-31026.5,-1.342904551,2.8978,MB2_C32,19.815,MB2_C32,0.12052,0.187566557,6.835,1.841,0.164030485,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,7,0.606506389,0.569326176,0.560657663,0.560059361,0.560001891,23.165,36,7.30095,41,5,26,57.99,29,6.0268,72,43,55,50.18336615,82.09538,15.81843744,92.90638,10.811,55.845,1954.025,1022,218.26575,2750,1728,1811,8.835,9,1.8522,13,4,8,3.685,3,0.674,5,2,4,125.22,91,16.6588,175,84,132,1.841,0.71,0.09472,2.04,1.33,1.83,1.975,1,0.04875,2,1,2,0.2,1,0.32,1,0,0,4.66,8,2.296,8,0,6,0,0,0,0,0,0,6.835,7,2.051,10,3,8,0.025,1,0.04875,1,0,0,1,5,1.6,5,0,0,3.34,8,1.5712,8,0,4,0,0,0,0,0,0,4.365,6,0.931,8,2,4,10.9794,16.0225,1.99722,23.195,7.1725,10.73,0.3048,1.524,0.48768,1.524,0,0,1.332042119,2.1106628,0.902355234,2.1106628,0,2.1106628,211.045,63,22.96105,229,166,229,0.288953914,0.029261156,0.681784931,0,0,0.118407193,0.013041308
301,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr6Nb2.5Ta1.5B20,3,1281.02,2732.99,300,BCC_B2,77881.63,40.99824135,-30392.6,-1.342904551,3.0341,MB2_C32,20.186,MB2_C32,0.120565,0.187941121,6.85,1.8404,0.165199395,0.56,0.07,0.2,0,0.025,0.07,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,7,0.606506389,0.569326176,0.560657663,0.560059361,0.560001891,23.93,68,7.572,73,5,26,58.065,28,5.9849,72,44,55,52.17957935,170.13688,16.54743174,180.94788,10.811,55.845,1974.26,1562,246.204,3290,1728,1811,8.85,9,1.842,13,4,8,3.715,4,0.686,6,2,4,125.37,91,16.7398,175,84,132,1.8404,0.71,0.095128,2.04,1.33,1.83,1.975,1,0.04875,2,1,2,0.2,1,0.32,1,0,0,4.675,8,2.275,8,0,6,0.21,14,0.4137,14,0,0,7.06,16,2.0942,19,3,8,0.025,1,0.04875,1,0,0,1,5,1.6,5,0,0,3.325,8,1.561,8,0,4,0,0,0,0,0,0,4.35,6,0.91,8,2,4,11.00085,16.0225,2.03583,23.195,7.1725,10.73,0.3048,1.524,0.48768,1.524,0,0,1.332041781,2.1106628,0.90235566,2.1106628,0,2.1106628,211.57,63,22.7962,229,166,229,0.279745042,0.028328612,0.662181303,0.029745042,0,0.118407193,0.013226125
302,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe56Co7Ni7Zr7.5Nb2.5B20,3,1310.07,2779,300,BCC_B2,80440.58,41.07382951,-31125.9,-1.305374369,2.9434,MB2_C32,20.2,MB2_C32,0.1207,0.189346334,6.835,1.83785,0.17162132,0.56,0.07,0.2,0,0.025,0.07,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.607988487,0.569534348,0.560660891,0.56005941,0.560001891,23.435,36,7.374,41,5,26,58.005,28,6.0173,72,44,55,50.83372115,82.09538,16.00908846,92.90638,10.811,55.845,1956.83,1022,221.802,2750,1728,1811,8.835,9,1.8522,13,4,8,3.7,3,0.68,5,2,4,125.445,91,16.7803,175,84,132,1.83785,0.71,0.096862,2.04,1.33,1.83,1.975,1,0.04875,2,1,2,0.2,1,0.32,1,0,0,4.66,8,2.296,8,0,6,0,0,0,0,0,0,6.835,7,2.051,10,3,8,0.025,1,0.04875,1,0,0,1,5,1.6,5,0,0,3.34,8,1.5712,8,0,4,0,0,0,0,0,0,4.365,6,0.931,8,2,4,11.076975,16.0225,2.172855,23.195,7.1725,10.73,0.3048,1.524,0.48768,1.524,0,0,1.332041781,2.1106628,0.90235566,2.1106628,0,2.1106628,211.045,63,22.96105,229,166,229,0.288953914,0.029261156,0.681784931,0,0,0.118407193,0.014241557
303,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe62.9Ni11.1Mo6P10C7.5B2.5,3,1254.381,1530.539,1127,FCC_L12,22598.8,16.188031,-12366.1,-1.22117767,0.23682,FCC_L12#1,0.37701,FCC_L12#1,0.120785,0.1412755,7.377,1.95393,0.211726841,0.629,0,0.025,0,0,0.111,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,6,0.65407339,0.631535116,0.62903834,0.629000747,0.629000003,24.057,37,5.4728,42,5,26,60.241,33,7.822098,83,50,55,51.6675261,85.149,12.13010304,95.96,10.811,55.845,1881.842,3505.7,436.18056,3823,317.3,1811,9.377,9,2.137506,15,6,8,3.76,3,0.504,5,2,4,124.532,78,12.930904,154,76,132,1.95393,0.72,0.1656564,2.55,1.83,1.83,1.94,1,0.1128,2,1,2,0.475,3,0.76,3,0,0,4.962,8,1.9848,8,0,6,0,0,0,0,0,0,7.377,7,1.36604,10,3,8,0.06,1,0.1128,1,0,0,0.725,5,1.16,5,0,0,3.038,5,1.445636,5,0,4,0,0,0,0,0,0,3.823,4,0.569306,6,2,4,11.69542631,16.9302381,2.6543112,22.5702381,5.64,10.73,0.5378,4.496,0.86048,4.496,0,0,1.393695713,2.1106628,0.901944596,2.1106628,0,2.1106628,201.656,227,42.8624,229,2,229,0.262979531,0.064389318,0.672631151,0,0,0.121553261,0.021447428
304,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe74Mo6P10C7.5B2.5,3,1239.481,1571.189,1119,FCC_L12,23716,16.76502507,-11857.8,-0.908372945,0.27188,FCC_L12#1,0.41105,BCC_B2#1,0.120785,0.1412755,7.155,1.94505,0.215034875,0.74,0,0.025,0,0,0,0,0,0,0.06,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,5,0.753292772,0.741005147,0.740008777,0.740000101,0.74,23.835,37,5.384,42,5,26,59.575,33,7.92,83,50,55,51.3513537,85.149,12.00363408,95.96,10.811,55.845,1891.055,3505.7,433.2324,3823,317.3,1811,9.155,9,2.088,15,6,8,3.76,3,0.504,5,2,4,125.42,78,13.168,154,76,132,1.94505,0.72,0.170274,2.55,1.83,1.83,1.94,1,0.1128,2,1,2,0.475,3,0.76,3,0,0,4.74,6,1.896,6,0,6,0,0,0,0,0,0,7.155,5,1.2506,8,3,8,0.06,1,0.1128,1,0,0,0.725,5,1.16,5,0,0,3.26,5,1.304,5,0,4,0,0,0,0,0,0,4.045,3,0.28235,6,3,4,11.74093631,16.9302381,2.639748,22.5702381,5.64,10.73,0.5378,4.496,0.86048,4.496,0,0,1.561890472,2.1106628,0.812183045,2.1106628,0,2.1106628,202.1,227,43.04,229,2,229,0.271139064,0.066387142,0.662473795,0,0,0.121553261,0.022093036
305,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe65Cr2Mo9P10C8B6,2.5,1253.481,1464.149,514.6,BCC_B2,20624.9,15.10325972,-17322,-1.176085904,0.37617,MOB_BG,5.229,MOB_BG,0.11915,0.161247932,6.86,1.9625,0.223384758,0.65,0,0.06,0,0,0,0,0,0.02,0.09,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,6,0.671565336,0.651938983,0.650022365,0.650000325,0.650000001,23.44,37,6.6912,42,5,26,60.01,34,8.7552,83,49,55,50.6824642,85.149,14.91379842,95.96,10.811,55.845,1959.84,3505.7,522,3823,317.3,1811,9.26,9,2.3552,15,6,8,3.71,3,0.6208,5,2,4,124.26,78,16.0048,154,76,132,1.9625,0.89,0.18435,2.55,1.66,1.83,1.89,1,0.1958,2,1,2,0.52,3,0.7904,3,0,0,4.45,6,2.136,6,0,6,0,0,0,0,0,0,6.86,5,1.482,8,3,8,0.11,1,0.1958,1,0,0,0.92,5,1.3984,5,0,0,3.15,5,1.512,5,0,4,0,0,0,0,0,0,4.18,3,0.4988,6,3,4,11.74897381,16.9302381,2.873637571,22.5702381,5.64,10.73,0.61362,4.496,0.9327024,4.496,0,0,1.37193082,2.1106628,0.960351574,2.1106628,0,2.1106628,199.72,227,44.5056,229,2,229,0.275510204,0.075801749,0.648688047,0,0,0.179650656,0.023882064
306,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63Cr3Mo12P10C7B5,2.5,1281.411,1491.849,621.6,BCC_B2,19814,14.05675215,-15891.7,-1.216904026,0.38433,M2B_C16,4.0257,M2B_C16,0.12051,0.153908422,6.87,1.9614,0.219367363,0.63,0,0.05,0,0,0,0,0,0.03,0.12,0.1,0.07,0,0,0,0,0,0,0,0,0,0,0,6,0.655438784,0.632695264,0.630046842,0.630001068,0.630000005,24.31,37,6.375,42,5,26,59.41,34,8.4396,83,49,55,52.7361082,85.149,14.2909377,95.96,10.811,55.845,1970.59,3505.7,531.7414,3823,317.3,1811,9.07,9,2.2692,15,6,8,3.78,3,0.5832,5,2,4,126.03,78,15.0132,154,76,132,1.9614,0.89,0.183648,2.55,1.66,1.83,1.85,1,0.255,2,1,2,0.49,3,0.7644,3,0,0,4.53,6,1.9932,6,0,6,0,0,0,0,0,0,6.87,5,1.4238,8,3,8,0.15,1,0.255,1,0,0,0.83,5,1.2948,5,0,0,3.27,5,1.4388,5,0,4,0,0,0,0,0,0,4.25,3,0.6,6,3,4,11.98884881,16.9302381,3.004554143,22.5702381,5.64,10.73,0.55342,4.496,0.8633352,4.496,0,0,1.329717564,2.1106628,0.983990997,2.1106628,0,2.1106628,200.7,227,44.148,229,2,229,0.269286754,0.0713246,0.659388646,0,0,0.179650656,0.023084228
307,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe45.325Co19.425Mo14C15B6Er0.25,2.5,1247.211025,1574.510025,300,none,28803.4585,20.94851654,-27703.04629,-1.420568862,0.43553,HCP_A3#1,10.72,MC_SHP,0.11901,0.184481803,7.00175,2.0050375,0.257623269,0.45325,0.19425,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.0025,0,0,0,0,0,0,0,6,0.537470813,0.474417875,0.455162844,0.453467205,0.453260546,24.27925,63,7.797285,68,5,26,59.15275,42,6.895845,77,35,55,53.06233188,156.448,17.38564939,167.259,10.811,55.845,2288.46475,2055,637.614675,3823,1768,1811,9.10175,11,1.937265,14,3,8,3.725,4,0.7245,6,2,4,122.777,113,18.68634,189,76,132,2.0050375,1.31,0.21107375,2.55,1.24,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.77925,7,2.03118125,7,0,6,0.03,12,0.05985,12,0,0,7.02925,11,1.680475,14,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.09575,5,1.352892625,5,0,4,0.005,2,0.009975,2,0,0,4.14075,4,0.6237,6,2,4,10.40287625,24.945,1.877842948,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.257448445,2.1106628,0.886501154,2.1106628,0,2.1106628,213.08375,63,18.88463063,229,166,229,0.2646086,0.051214568,0.679908952,0.004267881,0,0.34885635,0.031517321
308,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64Cr3Mo10P10C10B3,2.5,1270.301,1469.899,794,FCC_L12,19894.3,14.59086614,-16340.7,-1.186792747,0.19418,M6C_E93,2.006,M2B_C16,0.11976,0.157950853,6.89,1.9722,0.240123218,0.64,0,0.03,0,0,0,0,0,0.03,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,6,0.66437941,0.642475762,0.640035817,0.640000624,0.640000002,23.81,37,6.4526,42,5,26,59.83,34,8.7982,83,49,55,51.5194592,85.149,14.45339883,95.96,10.811,55.845,1998.51,3505.7,576.2548,3823,317.3,1811,9.19,9,2.3526,15,6,8,3.74,3,0.6004,5,2,4,124.87,78,15.8002,154,76,132,1.9722,0.89,0.200748,2.55,1.66,1.83,1.87,1,0.2262,2,1,2,0.53,3,0.8162,3,0,0,4.49,6,2.0654,6,0,6,0,0,0,0,0,0,6.89,5,1.4208,8,3,8,0.13,1,0.2262,1,0,0,0.85,5,1.309,5,0,0,3.21,5,1.4766,5,0,4,0,0,0,0,0,0,4.19,3,0.5192,6,3,4,11.80809881,16.9302381,2.928808095,22.5702381,5.64,10.73,0.65782,4.496,1.0130428,4.496,0,0,1.350824192,2.1106628,0.972593418,2.1106628,0,2.1106628,200.91,227,43.2586,229,2,229,0.271407837,0.076923077,0.651669086,0,0,0.179650656,0.02750825
309,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe66Mo10P12C10B2,2.5,1223.5332,1480.93,976,FCC_L12,21219.612,15.58986735,-17649.604,-1.067429296,0.23636,M6C_E93,0.84097,M2B_C16,0.11964,0.155563075,6.94,1.9824,0.236512664,0.66,0,0.02,0,0,0,0,0,0,0.1,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,5,0.685857128,0.662846597,0.660047305,0.660000965,0.660000003,23.86,37,6.4528,42,5,26,60.4,33,9.208,83,50,55,51.58784144,85.149,14.49388101,95.96,10.811,55.845,1952.196,3505.7,578.75376,3823,317.3,1811,9.34,9,2.4368,15,6,8,3.74,3,0.5952,5,2,4,124.64,78,15.5872,154,76,132,1.9824,0.72,0.201168,2.55,1.83,1.83,1.9,1,0.18,2,1,2,0.58,3,0.8816,3,0,0,4.46,6,2.1408,6,0,6,0,0,0,0,0,0,6.94,5,1.3992,8,3,8,0.1,1,0.18,1,0,0,0.86,5,1.3072,5,0,0,3.14,5,1.5072,5,0,4,0,0,0,0,0,0,4.1,3,0.416,6,3,4,12.06667857,16.9302381,3.245518571,22.5702381,5.64,10.73,0.67508,4.496,1.0261216,4.496,0,0,1.393037448,2.1106628,0.947265465,2.1106628,0,2.1106628,197,227,48.64,229,2,229,0.273775216,0.083573487,0.642651297,0,0,0.121553261,0.026739505
310,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64.5Mo14C15B6Er0.5,2.5,1282.24035,1480.18025,337.92,BCC_B2,12402.482,9.082563646,-25481.28593,-1.037955728,0.46014,MOB_BG,10.122,MOB_BG,0.11913,0.185800659,6.795,1.99385,0.265604363,0.645,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.005,0,0,0,0,0,0,0,5,0.679521891,0.650036487,0.645150727,0.645005487,0.645000045,24.19,63,7.7598,68,5,26,58.52,42,7.1616,77,35,55,52.740985,156.448,17.2506837,167.259,10.811,55.845,2296.715,2053,631.8395,3823,1770,1811,8.895,11,2.0241,14,3,8,3.73,4,0.7266,6,2,4,124.085,113,19.2357,189,76,132,1.99385,1.31,0.218905,2.55,1.24,1.83,1.86,1,0.2408,2,1,2,0.36,2,0.5688,2,0,0,4.57,6,1.9651,6,0,6,0.06,12,0.1194,12,0,0,6.85,11,1.555,14,3,8,0.14,1,0.2408,1,0,0,0.9,5,1.422,5,0,0,3.28,5,1.4104,5,0,4,0.01,2,0.0199,2,0,0,4.33,4,0.548,6,2,4,10.546725,24.945,1.8769245,30.585,5.64,10.73,0.76584,4.496,1.2100272,4.496,0,0,1.361377506,2.1106628,0.966578029,2.1106628,0,2.1106628,219.795,63,14.45185,229,166,229,0.271532847,0.052554745,0.667153285,0.008759124,0,0.34885635,0.033396933
311,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe76Si9.6B8.4P6,2.5,1464.5866,1560.5954,953.64,BCC_B2,17978.11,11.97042658,-22918.512,-0.810406558,0.071112,BCC_B2#1,0.6973,M2B_C16,0.119624,0.132645068,7.016,1.87596,0.099189104,0.76,0,0.084,0.096,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,4,0.77296313,0.760976031,0.760007861,0.76000008,0.76,22.424,21,5.43552,26,5,26,60.316,28,8.08032,83,55,55,47.90495772,45.034,12.06886427,55.845,10.811,55.845,1754.582,2030.7,185.449584,2348,317.3,1811,9.416,7,2.15232,15,8,8,3.676,2,0.49248,4,2,4,124.452,48,11.47296,132,84,132,1.87596,0.36,0.0698592,2.19,1.83,1.83,2,0,0,2,2,2,0.456,3,0.69312,3,0,0,4.56,6,2.1888,6,0,6,0,0,0,0,0,0,7.016,5,1.49568,8,3,8,0,0,0,0,0,0,0.984,5,1.49568,5,0,0,3.04,4,1.4592,4,0,4,0,0,0,0,0,0,4.024,2,0.163968,5,3,4,12.07374429,15.3977381,2.865900354,22.5702381,7.1725,10.73,0.299724,1.625,0.45558048,1.625,0,0,1.604103728,2.1106628,0.769969789,2.1106628,0,2.1106628,209.896,227,32.322048,229,2,229,0.285062714,0.064994299,0.649942987,0,0,0.031880743,0.004861161
312,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe69Mo7P12C10B2,2.5,1223.5332,1503.36,1057,FCC_L12,19206.212,14.02060759,-16818.004,-1.005112736,0.24554,FCC_L12#1,0.45731,BCC_B2#1,0.11931,0.153894949,7,1.9725,0.235776907,0.69,0,0.02,0,0,0,0,0,0,0.07,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,5,0.711196175,0.69214901,0.690032261,0.690000618,0.690000002,23.38,37,6.2224,42,5,26,60.55,33,9.136,83,50,55,50.38439144,85.149,13.91622501,95.96,10.811,55.845,1919.646,3505.7,534.49452,3823,317.3,1811,9.4,9,2.408,15,6,8,3.71,3,0.5808,5,2,4,123.98,78,15.2704,154,76,132,1.9725,0.72,0.19665,2.55,1.83,1.83,1.93,1,0.1302,2,1,2,0.58,3,0.8816,3,0,0,4.49,6,2.1552,6,0,6,0,0,0,0,0,0,7,5,1.38,8,3,8,0.07,1,0.1302,1,0,0,0.86,5,1.3072,5,0,0,3.11,5,1.4928,5,0,4,0,0,0,0,0,0,4.04,3,0.3128,6,3,4,11.91787857,16.9302381,3.084663286,22.5702381,5.64,10.73,0.67508,4.496,1.0261216,4.496,0,0,1.456357332,2.1106628,0.902941546,2.1106628,0,2.1106628,197,227,48.64,229,2,229,0.275714286,0.082857143,0.641428571,0,0,0.121553261,0.026530961
313,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe64Mo14C15B7,2.5,1282.44,1516.79,300,none,13115.5,9.463370921,-26472.5,-1.031595746,0.53783,MOB_BG,12.004,MOB_BG,0.11839,0.186924762,6.77,1.9989,0.259934203,0.64,0,0.07,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0,4,0.675721836,0.645216161,0.640156565,0.64000576,0.640000048,23.77,37,7.9588,42,5,26,58.79,27,7.3124,77,50,55,51.733575,85.149,17.646023,95.96,10.811,55.845,2302.29,2012,628.8512,3823,1811,1811,8.97,8,2.0732,14,6,8,3.7,3,0.748,5,2,4,123.32,78,19.7008,154,76,132,1.9989,0.72,0.216192,2.55,1.83,1.83,1.86,1,0.2408,2,1,2,0.37,2,0.5772,2,0,0,4.54,6,1.9976,6,0,6,0,0,0,0,0,0,6.77,5,1.5744,8,3,8,0.14,1,0.2408,1,0,0,0.95,5,1.482,5,0,0,3.26,5,1.4344,5,0,4,0,0,0,0,0,0,4.35,2,0.553,6,4,4,10.411875,10.05,1.885075,15.69,5.64,10.73,0.78108,4.496,1.2184848,4.496,0,0,1.350824192,2.1106628,0.972593418,2.1106628,0,2.1106628,219.34,63,15.0696,229,166,229,0.274741507,0.05465288,0.670605613,0,0,0.121553261,0.032093123
314,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe63Cr3Mo10P12C10B2,2.5,1266.0332,1478.29,981,FCC_L12,20145.612,14.70864749,-17849.404,-1.18946818,0.22501,M6C_E93,0.89696,M2B_C16,0.1197,0.155736175,6.88,1.9773,0.241523726,0.63,0,0.02,0,0,0,0,0,0.03,0.1,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,6,0.657723346,0.633144604,0.630057008,0.630001276,0.630000005,23.8,37,6.424,42,5,26,60.22,34,9.2944,83,49,55,51.47237444,85.149,14.43845685,95.96,10.811,55.845,1963.266,3505.7,586.887,3823,317.3,1811,9.28,9,2.4656,15,6,8,3.74,3,0.5952,5,2,4,124.85,78,15.688,154,76,132,1.9773,0.89,0.204636,2.55,1.66,1.83,1.87,1,0.2262,2,1,2,0.58,3,0.8816,3,0,0,4.43,6,2.1264,6,0,6,0,0,0,0,0,0,6.88,5,1.4112,8,3,8,0.13,1,0.2262,1,0,0,0.86,5,1.3072,5,0,0,3.17,5,1.5216,5,0,4,0,0,0,0,0,0,4.16,3,0.512,6,3,4,12.08047857,16.9302381,3.239446571,22.5702381,5.64,10.73,0.67508,4.496,1.0261216,4.496,0,0,1.329717564,2.1106628,0.983990997,2.1106628,0,2.1106628,197,227,48.64,229,2,229,0.271802326,0.084302326,0.643895349,0,0,0.179650656,0.027850709
315,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.", (Fe72B22Y6)98Ti2,2,1267.08,2548.7,300,none,60631.7,33.4607239,-26990,-0.821706072,2.5987,MB2_C32,18.14,MB2_C32,0.1206376,0.211380178,6.548,1.833608,0.181814252,0.7056,0,0.2156,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,4,0.740413506,0.712385773,0.70597604,0.705625067,0.705600501,22.1568,34,7.40428416,39,5,26,55.8968,60,6.94369984,72,12,55,47.92008758,78.09485,16.00356207,88.90585,10.811,55.845,1928.6716,549,181.3075421,2348,1799,1811,8.704,10,1.8524352,13,3,8,3.6276,3,0.70182112,5,2,4,125.6216,106,17.94723392,190,84,132,1.833608,0.82,0.08899623,2.04,1.22,1.83,2,0,0,2,2,2,0.2156,1,0.33823328,1,0,0,4.3324,6,2.35331712,6,0,6,0,0,0,0,0,0,6.548,5,2.0490624,8,3,8,0,0,0,0,0,0,1.078,5,1.6911664,5,0,0,3.5116,9,1.51420192,9,0,4,0,0,0,0,0,0,4.5896,5,0.83204352,9,4,4,11.354341,25.1925,2.684279858,32.365,7.1725,10.73,0.3285744,1.524,0.515467519,1.524,0,0,1.489284122,2.1106628,0.87688959,2.1106628,0,2.1106628,212.6592,63,23.06013696,229,166,229,0.305436775,0.032926084,0.661637141,0,0,0.154730696,0.015799203
