ID,Ref.,Alloy,Dmax,Tsol,Tliq,T0,T0 phase,Hmelt,Smelt,Hmix,Sconf,DGM Tsol,DGM phase Tsol,DGM T0,DGM phase T0,r_average,deltaR,VEC_average,chi,deltachi,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
91,[1],(Fe0.75B0.2Si0.05)96Nb4,1.5,1479.87,1832.34,330,BCC_B2,30990.6,19.69875496,-27027.7,-0.827882468,0.70416,M3B4_D7B,13.364,M3B4_D7B,0.117872,0.174450844,6.728,1.86448,0.098130167,0.72,0,0.192,0.048,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,[1],Fe27Co40Zr3Ti3Mo1.5Si1.5B24,1.5,1249.08,2814.21,300,none,78620.629,42.26956672,-37416.1,-1.398928841,2.883,MB2_C32,18.559,MB2_C32,0.117215,0.196842565,6.87,1.8827,0.14330635,0.27,0.4,0.24,0.015,0,0,0,0.03,0,0.015,0,0,0,0,0,0,0,0.03,0,0,0,0,0
93,[1],Fe39Co9Cr15Mo14C15B6Y2,10,1331.04,1602.29,300,none,30384.9,20.79340434,-27583.7,-1.675379334,0.52367,Y2C3_ALPHA,15.968,Y2C3_ALPHA,0.12023,0.195307712,6.51,1.9636,0.299674891,0.39,0.09,0.06,0,0,0,0.02,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
94,[1],Fe46Co30Mo4(P0.45C0.2B0.2Si0.15)20,3,1188.5599,1650.8665,883.31,BCC_B2,30051.665,21.33524429,-18277.128,-1.426572025,0.56577,SIGMA,1.2678,SIGMA,0.1211,0.131114551,7.47,1.9299,0.171572113,0.46,0.3,0.04,0.03,0,0,0,0,0,0.04,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0
95,[9],Fe48Cr15Mo14Er2C15B6,12,1376.1112,1595.6054,498.7,BCC_B2,24950.57,17.1071153,-25942.23822,-1.443742103,0.32136,M2B_C16,6.2687,MOB_BG,0.12015,0.193791603,6.42,1.9595,0.300297769,0.48,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
96,[1],Fe56Co16Y6B22,2.5,1035.17,1298.2,300,none,22746.29,20.1203069,-28493.5,-1.119824136,0.33725,M2B_C16,5.8358,BCC_B2#1,0.12012,0.21227067,6.76,1.8476,0.179215624,0.56,0.16,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,[1],Fe56Co20Mo4(P0.45C0.2B0.2Si0.15)20,5,1207.3899,1590.7965,958,FCC_L12,27092.665,19.21694477,-17560.028,-1.354762881,0.47301,SIGMA,0.98504,SIGMA,0.1211,0.131114551,7.37,1.9249,0.173669197,0.56,0.2,0.04,0.03,0,0,0,0,0,0.04,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0
98,[1],Fe60Co12Y6B22,2.5,1056.5,1322.6,300,none,22663.56,19.65127672,-27895.4,-1.062839743,0.33244,M2B_C16,5.7261,BCC_B2#1,0.12012,0.21227067,6.72,1.8456,0.179121858,0.6,0.12,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,[1],Fe61B15Mo7Zr8Co5Y2Cr2,5,1463.57,2613.01,300,none,69705.8,36.22349542,-26612.7,-1.280562782,1.9891,MB2_C32,17.759,MB2_C32,0.12475,0.179076703,6.7,1.8315,0.205865854,0.61,0.05,0.15,0,0,0,0.02,0.08,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
100,[1],Fe61B15Mo7Zr8Co7Y2,5,1468.58,2618.13,300,none,68876.3,35.52865727,-26928.6,-1.238683911,1.9646,MB2_C32,17.591,MB2_C32,0.12471,0.179072824,6.76,1.8359,0.204499853,0.61,0.07,0.15,0,0,0,0.02,0.08,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
101,[1],Fe62Co10Y6B22,2.5,1067.97,1334.55,300,none,22528.78,19.32789796,-27577.5,-1.02855345,0.32835,M2B_C16,5.667,BCC_B2#1,0.12012,0.21227067,6.7,1.8446,0.17906658,0.62,0.1,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,[1],Fe63C15Mo14Er2B6,3,1278.7412,1479.5754,336.7,BCC_B2,12514.87,9.154763843,-25496.13822,-1.09795124,0.46958,MOB_BG,10.119,MOB_BG,0.11985,0.193306731,6.72,1.985,0.280337297,0.63,0,0.06,0,0,0,0,0,0,0.14,0,0.15,0,0,0,0.02,0,0,0,0,0,0,0
103,[1],Fe64Co8Y6B22,2.5,1077.38,1346.26,300,none,22431.59,19.03796244,-27247.7,-0.989594781,0.32704,M2B_C16,5.6042,BCC_B2#1,0.12012,0.21227067,6.68,1.8436,0.179005698,0.64,0.08,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,[1],Fe66Co10Mo4(P0.45C0.2B0.2Si0.15)20,6,1249.2499,1567.8165,1018,FCC_L12,24503.065,17.10633809,-16621.328,-1.212675643,0.27789,SIGMA,0.84122,MOB_BG,0.1211,0.131114551,7.27,1.9199,0.175598946,0.66,0.1,0.04,0.03,0,0,0,0,0,0.04,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0
105,[1],Fe66Co6Y6B22,2,1077.38,1357.7,300,none,22741.86,19.08506459,-26906.5,-0.94495758,0.33944,M2B_C16,5.5361,BCC_B2#1,0.12012,0.21227067,6.66,1.8426,0.178939208,0.66,0.06,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,[1],Fe67Ni5Y6B22,1,1193.24,1381.45,300,none,20154.9,15.97413032,-26490.4,-0.920019327,0.20965,M2B_C16,5.4395,MB_B27,0.12012,0.21227067,6.7,1.8436,0.17934057,0.67,0,0.22,0,0,0.05,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,[1],Fe68.3C6.9Si2.5B6.7P8.8Cr2.2Mo2.5Al2.1,4,1263.23168,1489.36208,696,FCC_L12,20937.1536,15.16502113,-21203.9664,-1.189404199,0.24853,MB_B33,3.4062,MOB_BG,0.118651,0.158415424,6.826,1.92707,0.212611653,0.683,0,0.067,0.025,0,0,0,0,0.022,0.025,0.088,0.069,0,0.021,0,0,0,0,0,0,0,0,0
108,[1],Fe68Co4Y6B22,2,1077.38,1368.83,300,none,23054.73,19.06436707,-26554.3,-0.892918264,0.35121,M2B_C16,5.4595,BCC_B2#1,0.12012,0.21227067,6.64,1.8416,0.178867102,0.68,0.04,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,[1],Fe68Ni4Y6B22,1.5,1199.43,1383.26,300,none,20000.3,15.80369074,-26354.6,-0.892918264,0.20245,M2B_C16,5.3009,MB_B27,0.12012,0.21227067,6.68,1.8428,0.179220981,0.68,0,0.22,0,0,0.04,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,[1],Fe69Mo3Y6B22,6,1235.03,1532.54,300,none,25302.8,18.79675749,-26568.8,-0.863143421,0.69452,MOB_BG,13.425,MOB_BG,0.12045,0.213104313,6.54,1.8495,0.18685489,0.69,0,0.22,0,0,0,0.06,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
111,[1],Fe69Ni3Y6B22,1.5,1205.39,1385.04,300,none,19851,15.63896819,-26219.5,-0.863143421,0.19564,M2B_C16,5.1546,MB_B27,0.12012,0.21227067,6.66,1.842,0.179097739,0.69,0,0.22,0,0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,[1],Fe70Co2Y6B22,2,1124.84,1379.66,300,none,22007.8,17.7326787,-26191.6,-0.829825665,0.29283,M2B_C16,5.3655,BCC_B2#1,0.12012,0.21227067,6.62,1.8406,0.178789373,0.7,0.02,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,[1],Fe70Mo2Y6B22,3.5,1230.7,1492.86,300,none,23591.2,17.79261595,-26325.9,-0.829825665,0.51196,MB_B33,13.178,MOB_BG,0.12034,0.212831913,6.56,1.8462,0.184237781,0.7,0,0.22,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
114,[1],Fe70Ni2Y6B22,2,1211.09,1386.77,300,none,19706.4,15.47962502,-26085,-0.829825665,0.18924,M2B_C16,5.0772,BCC_B2#1,0.12012,0.21227067,6.64,1.8412,0.178970836,0.7,0,0.22,0,0,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,[1],Fe71Mo1Y6B22,2.5,1226.23,1446.8,300,none,21680.4,16.62466952,-26075.9,-0.791132565,0.2706,M2B_C16,12.782,MOB_BG,0.12023,0.212554048,6.58,1.8429,0.181522974,0.71,0,0.22,0,0,0,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
116,[1],Fe71Ni1Y6B22,2,1216.52,1388.48,300,none,19555.1,15.31604086,-25951.4,-0.791132565,0.18327,M2B_C16,5.1413,BCC_B2#1,0.12012,0.21227067,6.62,1.8404,0.178840264,0.71,0,0.22,0,0,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,[1],Fe72Y6B22,2,1221.65,1390.16,300,none,15973.6,12.34605508,-25818.8,-0.738435672,0.17775,M2B_C16,5.1923,BCC_B2#1,0.12012,0.21227067,6.6,1.8396,0.178706016,0.72,0,0.22,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,[1],Fe74Mo5P10C4B4Si3,3,1330.581,1575.849,1046,FCC_L12,22235.9,15.15333904,-16077.96,-0.965569695,0.18986,BCC_B2#1,1.076,MOB_BG,0.12093,0.133025709,7.12,1.9218,0.180623254,0.74,0,0.04,0.03,0,0,0,0,0,0.05,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
119,[1],Fe76Mo3P10C4B4Si3,3.5,1299.311,1589.479,1102,FCC_L12,23212.7,15.88959142,-15664.16,-0.906734052,0.22462,BCC_B2#1,0.62508,MOB_BG,0.12071,0.13182375,7.16,1.9152,0.177805962,0.76,0,0.04,0.03,0,0,0,0,0,0.03,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
120,[1],Fe76Mo4(P0.45.C0.2.B0.2.Si0.15)20,4,1319.8599,1588.0065,1074,FCC_L12,22923.565,15.61185031,-15519.028,-0.916748943,0.20275,BCC_B2#1,0.86356,MOB_BG,0.1211,0.131114551,7.17,1.9149,0.177366823,0.76,0,0.04,0.03,0,0,0,0,0,0.04,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0
121,[1],Fe76Si9B10P5,2.5,1469.4755,1542.08,848.8,BCC_B2,17286.4,11.54701891,-23301.9385,-0.80533223,0.054072,BCC_B2#1,0.99823,M2B_C16,0.11926,0.138709059,6.99,1.8753,0.096327099,0.76,0,0.1,0.09,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
122,[1],Fe77Mo2P10C4B4Si3,2.5,1290.271,1595.849,1130,FCC_L12,23355.9,15.99386697,-15447.06,-0.872456641,0.23637,FCC_L12#1,0.41532,BCC_B2#1,0.1206,0.131205642,7.18,1.9119,0.176287804,0.77,0,0.04,0.03,0,0,0,0,0,0.02,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
123,[1],Fe78Mo1P10C4B4Si3,1.5,1276.391,1601.929,1158,FCC_L12,23805.1,16.3297492,-15222.96,-0.832816874,0.2523,FCC_L12#1,0.38109,BCC_B2#1,0.12049,0.13057584,7.2,1.9086,0.174694133,0.78,0,0.04,0.03,0,0,0,0,0,0.01,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0
124,[23],Fe83C1B11Si2P3,0.081,1397.017,1565.519,674.61,BCC_B2,19026.057,12.97571879,-16253.7709,-0.626942689,0.11709,FCC_L12#1,1.6606,BCC_B2#1,0.12063,0.139636731,7.24,1.8725,0.11052036,0.83,0,0.11,0.02,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0
125,[23],Fe83C1B11Si3P2,0.067,1404.3888,1559.4696,686.56,BCC_B2,18720.396,12.75686932,-17488.4652,-0.626942689,0.10868,BCC_B2#1,1.595,BCC_B2#1,0.12065,0.139420169,7.23,1.8696,0.10585764,0.83,0,0.11,0.03,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0
126,[23],Fe83C1B8Si4P4,0.055,1399.4276,1606.0452,884.76,BCC_B2,20612.3,13.78570284,-16195.4992,-0.660273609,0.14258,BCC_B2#1,0.88018,BCC_B2#1,0.12133,0.127663288,7.28,1.8712,0.111330858,0.83,0,0.08,0.04,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0
127,[17],(Fe71.2B24Y4.8)96Ti4 ,2,1219.04,1459.06,300,none,22937.5,17.3898373,-26219.7,-0.868852451,0.27187,M2B_C16,6.5667,M2B_C16,0.11903616,0.209328512,6.5776,1.8390752,0.174243074,0.68352,0,0.2304,0,0,0,0.04608,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
128,[17],(Fe71.2B24Y4.8)96Nb1Ti3 ,3,1258.4,1522.14,300,none,24226.3,18.04712335,-26475,-0.891345857,0.70934,M3B4_D7B,13.555,M3B4_D7B,0.11917616,0.210018399,6.5576,1.8395752,0.17348292,0.68352,0,0.2304,0,0.01,0,0.04608,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0
129,[17],(Fe71.2B24Y4.8)96Nb2Ti2,6,1269.47,1654.75,300,none,29306.5,21.15727759,-26730.3,-0.896578338,0.97158,M3B4_D7B,13.652,M3B4_D7B,0.11931616,0.210695986,6.5376,1.8400752,0.172717973,0.68352,0,0.2304,0,0.02,0,0.04608,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
130,[17],(Fe71.2B24Y4.8)96Nb3Ti1 ,3,1271.63,1746.96,300,none,26632.6,18.19591583,-26985.3,-0.891345857,1.1491,M3B4_D7B,13.746,M3B4_D7B,0.11945616,0.211361457,6.5176,1.8405752,0.17194817,0.68352,0,0.2304,0,0.03,0,0.04608,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
131,[7],(Fe71.2B24Y4.8)96Nb4,3,1267.67,1821.13,300,none,32628.1,22.02212793,-27240.2,-0.868852451,1.2988,M3B4_D7B,13.835,M3B4_D7B,0.11959616,0.212014989,6.4976,1.8410752,0.171173444,0.68352,0,0.2304,0,0.04,0,0.04608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,[24],Fe80P9C8B2Si1,1.5,1222.0499,1594.6865,1310,FCC_L12,24677.265,17.33159344,-13130.228,-0.721580399,0.29098,FCC_L12#1,0.21072,FCC_L12#1,0.12014,0.137684994,7.27,1.9249,0.21227574,0.8,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0
133,[24],Fe79Sn1P9C8B2Si1 ,3,1182.8999,1566.9765,1218,FCC_L12,25674.965,18.63590255,-12891.728,-0.775337904,0.31084,FCC_L12#1,0.27558,FCC_L12#1,0.12048,0.141445953,7.23,1.9262,0.212088566,0.79,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.01,0,0
134,[24],Fe78Sn2P9C8B2Si1 ,3.5,1182.8599,1539.0465,1131,FCC_L12,25184.365,18.62969226,-12646.128,-0.815105879,0.29106,FCC_L12#1,0.35272,BCC_B2#1,0.12082,0.145013167,7.19,1.9275,0.211893251,0.78,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.02,0,0
135,[24],Fe77Sn3P9C8B2Si1,1.5,1182.8199,1511.1165,1046,FCC_L12,24703.765,18.56586713,-12394.028,-0.849513164,0.27293,BCC_B2#1,0.46182,BCC_B2#1,0.12116,0.148402025,7.15,1.9288,0.211689773,0.77,0,0.02,0.01,0,0,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0,0.03,0,0
136,[25],Fe68Nb4Y6B22 ,5,1267.67,1801,300,none,29821.8,20.11970485,-26782,-0.892918264,1.2599,M3B4_D7B,13.525,M3B4_D7B,0.12084,0.214831567,6.48,1.8304,0.184780518,0.68,0,0.22,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,[25],Fe66Cr2Nb4Y6B22 ,5,1274,1801.68,300,none,34915.7,24.11543301,-27099.3,-0.98314843,1.2407,M3B4_D7B,13.617,M3B4_D7B,0.12088,0.21486421,6.44,1.827,0.186314251,0.66,0,0.22,0,0.04,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,[25],Fe64Cr4Nb4Y6B22 ,5,1272.67,1801.84,300,none,36483.4,25.29953606,-27398.1,-1.045046556,1.2457,M3B4_D7B,13.702,M3B4_D7B,0.12092,0.214896273,6.4,1.8236,0.187773907,0.64,0,0.22,0,0.04,0,0.06,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,[25],Fe62Cr6Nb4Y6B22,4,1270.36,1801.47,300,none,36968,25.63929027,-27678.3,-1.095854617,1.253,M3B4_D7B,13.78,M3B4_D7B,0.12096,0.214927757,6.36,1.8202,0.189161201,0.62,0,0.22,0,0.04,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,[26],(Fe0.71Er0.05B0.24)96Nb4 ,5.5,1420.73288,1812.5364,300,none,21301.976,13.31009872,-25357.36512,-0.8739883,0.79159,M3B4_D7B,13.795,M3B4_D7B,0.119504,0.20959428,6.488,1.840864,0.16990413,0.6816,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0
141,[76] ,Fe50Cr15Mo14C15B6,2,1379.81,1596.25,500,BCC_B2,24833.2,17.031787,-25926.4,-1.359770029,0.31322,M2B_C16,6.2457,MOB_BG,0.11919,0.183829086,6.52,1.9713,0.282880381,0.5,0,0.06,0,0,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
142,[27],Fe48Cr15Mo14C15B6Nb2,2,1396.23,1962.9,456,BCC_B2,40591,25.68924415,-26973.7,-1.443742103,1.6022,FCC_L12#1,13.309,FCC_L12#1,0.11955,0.185682702,6.46,1.9667,0.286981027,0.48,0,0.06,0,0.02,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
143,[27],Fe46Cr15Mo14C15B6Nb4 ,3,1412.87,2130.57,412,BCC_B2,48736.2,29.36064459,-27985.3,-1.499154715,1.8641,FCC_L12#1,15.474,FCC_L12#1,0.11991,0.187446392,6.4,1.9621,0.290951181,0.46,0,0.06,0,0.04,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
144,[27],Fe44Cr15Mo14C15B6Nb6  ,2,1427.05,2239.14,473,FCC_L12,54494.1,31.69170976,-28960.5,-1.543232524,1.994,FCC_L12#1,13.248,FCC_L12#1,0.12027,0.189123846,6.34,1.9575,0.294796116,0.44,0,0.06,0,0.06,0,0,0,0.15,0.14,0,0.15,0,0,0,0,0,0,0,0,0,0,0
145,[28],(Fe95Co5)80P13C7,2.1,1427.2243,1636.5316,1614,FCC_L12,18959.626,12.22644926,-10350.916,-0.788703946,0.16583,FCC_L12#1,0.039376,FCC_L12#1,0.12079,0.126101001,7.37,1.9292,0.20831553,0.76,0.04,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
146,[28],(Fe90Co10)80P13C7,2.3,1408.6743,1628.1916,1602,FCC_L12,19207.426,12.47455951,-10730.336,-0.88995813,0.17587,FCC_L12#1,0.04203,FCC_L12#1,0.12079,0.126101001,7.41,1.9312,0.207592293,0.72,0.08,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
147,[28],(Fe85Co15)80P13C7,2.2,1392.8643,1620.6816,1592,FCC_L12,19394.326,12.67596571,-11071.046,-0.968059022,0.18441,FCC_L12#1,0.043952,FCC_L12#1,0.12079,0.126101001,7.45,1.9332,0.20684719,0.68,0.12,0,0,0,0,0,0,0,0,0.13,0.07,0,0,0,0,0,0,0,0,0,0,0
148,[28],(Fe90Co10)82P11C7,1.2,1417.6421,1642.779,1602,FCC_L12,19402.423,12.52309713,-9847.148,-0.858246251,0.16869,FCC_L12#1,0.041807,FCC_L12#1,0.12135,0.123358487,7.472,1.9241,0.204680703,0.738,0.082,0,0,0,0,0,0,0,0,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0
149,[28],(Fe90Co10)82P8C7B3,1.3,1183.2488,1594.2812,1177,FCC_L12,26175.192,18.71864903,-12270.732,-0.922701039,0.33748,FCC_L12#1,0.34425,FCC_L12#1,0.12069,0.13522539,7.412,1.9196,0.200389221,0.738,0.082,0.03,0,0,0,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0
150,[28],(Fe90Co10)82P6C7B3Si2,1,1207.0466,1573.7554,1161,FCC_L12,24914.01,17.8563091,-14794.812,-0.967687851,0.29093,FCC_L12#1,0.33981,FCC_L12#1,0.12073,0.134779863,7.392,1.9138,0.196640688,0.738,0.082,0.03,0.02,0,0,0,0,0,0,0.06,0.07,0,0,0,0,0,0,0,0,0,0,0
151,[29],Fe20Co60P14B6 ,1.2,1151.9954,1578.2844,875.74,BCC_B2,28241.5392,20.34571285,-13893.776,-1.0724434,0.4632,BCC_B2#1,0.83119,BCC_B2#1,0.12108,0.120217035,7.88,1.923,0.116794692,0.2,0.6,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
152,[29],Fe30Co50P14B6 ,1.6,1147.5654,1576.0244,892.74,BCC_B2,30125.1392,21.91113507,-13956.176,-1.151825874,0.47897,BCC_B2#1,0.78987,BCC_B2#1,0.12108,0.120217035,7.78,1.918,0.119565881,0.3,0.5,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
153,[29],Fe40Co40P14B6 ,2,1153.2754,1582.5644,906.74,BCC_B2,32976.9392,24.13923686,-13739.176,-1.177093028,0.46866,BCC_B2#1,0.74736,BCC_B2#1,0.12108,0.120217035,7.68,1.913,0.122069652,0.4,0.4,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
154,[29],Fe50Co30P14B6 ,1.6,1172.8054,1595.0844,920.74,BCC_B2,31621.2392,22.81774122,-13268.196,-1.151825874,0.42977,BCC_B2#1,0.69692,BCC_B2#1,0.12108,0.120217035,7.58,1.908,0.124322162,0.5,0.3,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
155,[29],Fe60Co20P14B6 ,1.2,1214.5554,1611.3344,933.74,BCC_B2,27284.9392,18.99029048,-12568.566,-1.0724434,0.36545,BCC_B2#1,0.64367,BCC_B2#1,0.12108,0.120217035,7.48,1.903,0.126336851,0.6,0.2,0.06,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
156,[29],Fe72.5Co2.5P14B6,1.5,1225.281,1477.439,742,FCC_L12,20730.5,15.55602532,-17844.06,-0.935673746,0.20749,FCC_L12#1,1.863,MOB_BG,0.117875,0.161858152,7,1.95675,0.231650464,0.725,0,0.05,0,0,0,0,0,0,0.025,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
157,[29],Fe75Co5P14B6 ,3,1232.511,1463.999,646,FCC_L12,20545.1,15.40150464,-18676.06,-1.009762707,0.19441,FCC_L12#1,3.049,MOB_BG,0.11815,0.163359894,6.95,1.965,0.23286262,0.7,0,0.05,0,0,0,0,0,0,0.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
158,[29],Fe67.5Co7.5P14B6,3,1233.351,1448.239,551,FCC_L12,15728,11.6717627,-19457.06,-1.069877417,0.25232,MOB_BG,4.384,MOB_BG,0.118425,0.164800637,6.9,1.97325,0.233777538,0.675,0,0.05,0,0,0,0,0,0,0.075,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
159,[29],Fe70Co10P14B6,1.5,1233.351,1430.259,493.6,BCC_B2,16945.1,12.62239033,-20188.86,-1.120571037,0.37958,MOB_BG,5.4474,MOB_BG,0.1187,0.166182572,6.85,1.9815,0.234398699,0.65,0,0.05,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
160,[30] ,Fe72B20Si4Nb4,1.5,1474.53,1834.7,300,none,31126,19.79470477,-26857.7,-0.815920577,0.71519,M3B4_D7B,14.844,M3B4_D7B,0.11768,0.176925605,6.72,1.8656,0.099320894,0.72,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,[30],Fe72B20Si4Nb4,1.5,1473.22,1837.16,300,none,31327,19.92041699,-26716.4,-0.829690004,0.72556,M3B4_D7B,14.86,M3B4_D7B,0.117678,0.176920595,6.726,1.86574,0.09931995,0.718,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0
162,[30],Fe71.6Cu0.4B20Si4Nb4 ,1.5,1471.9,1839.62,300,none,31532,20.04890129,-26575.7,-0.840681272,0.73603,M3B4_D7B,14.877,M3B4_D7B,0.117676,0.176915583,6.732,1.86588,0.099318808,0.716,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0
163,[30],Fe71.4Cu0.6B20Si4Nb4 ,1.5,1470.58,1842.07,300,none,31732.1,20.17408112,-26435.6,-0.850620457,0.74658,M3B4_D7B,14.893,M3B4_D7B,0.117674,0.176910568,6.738,1.86602,0.099317469,0.714,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0
164,[30],Fe71.2Cu0.8B20Si4Nb4 ,1,1469.25,1844.52,300,none,31936.2,20.30219693,-26295.9,-0.859874444,0.75721,M3B4_D7B,14.909,M3B4_D7B,0.117672,0.176905552,6.744,1.86616,0.099315932,0.712,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0
165,[30] ,Fe71Cu1B20Si4Nb4,1,1467.92,1846.97,300,none,32138,20.42814502,-26156.9,-0.86861747,0.76792,M3B4_D7B,14.925,M3B4_D7B,0.11767,0.176900533,6.75,1.8663,0.099314198,0.71,0,0.2,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
166,[31],(Fe0.75Dy0.01B0.24)96Nb4 ,0.5,1427.908016,1816.160496,300,none,21087.21152,13.15152789,-25269.56472,-0.748092482,0.77342,M3B4_D7B,13.795,M3B4_D7B,0.1176704,0.191034265,6.68,1.863328,0.121400348,0.72,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,0,0
167,[31],(Fe0.74Dy0.02B0.24)96Nb4  ,2.5,1426.206032,1815.55992,300,none,21156.35936,13.19931649,-25280.96772,-0.785767656,0.77771,M3B4_D7B,13.795,M3B4_D7B,0.1181408,0.196305673,6.632,1.857472,0.136624482,0.7104,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0192,0,0,0,0,0,0,0,0
168,[31],(Fe0.73Dy0.03B0.24)96Nb4 ,3.5,1424.504048,1814.503344,300,none,21219.40352,13.24616483,-25299.6215,-0.818289914,0.78202,M3B4_D7B,13.795,M3B4_D7B,0.1186112,0.201277949,6.584,1.851616,0.150086204,0.7008,0,0.2304,0,0.04,0,0,0,0,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0
